Order ID,Region,Country,Item Type,Order Date,Ship Date,Units Sold,Unit Price
181045520,Europe,Bulgaria,Cereal,5/6/2010,5/27/2010,4247,205.7
693743550,Asia,Mongolia,Vegetables,11/27/2010,1/9/2011,2988,154.06
716849601,Central America and the Caribbean,Dominican Republic,Clothes,12/26/2010,12/31/2010,582,109.28
739474999,Middle East and North Africa,Yemen,Cosmetics,12/30/2012,1/1/2013,5940,437.2
421043574,Australia and Oceania,Federated States of Micronesia,Personal Care,8/21/2016,9/7/2016,5005,81.73
841291654,Europe,Finland,Personal Care,2/3/2015,3/20/2015,5751,81.73
450268065,Central America and the Caribbean,The Bahamas,Cereal,12/19/2013,1/4/2014,3181,205.7
918334138,Central America and the Caribbean,Grenada,Meat,5/12/2012,6/12/2012,4334,421.89
386163699,Sub-Saharan Africa,Sao Tome and Principe,Meat,3/28/2014,4/19/2014,3275,421.89
214743077,Central America and the Caribbean,El Salvador,Personal Care,1/11/2017,2/18/2017,6103,81.73
935371100,Europe,Sweden,Baby Food,6/21/2015,7/6/2015,5949,255.28
899659097,Asia,Turkmenistan,Cosmetics,11/29/2012,12/3/2012,7974,437.2
329530894,Europe,Monaco,Vegetables,1/1/2010,2/13/2010,4369,154.06
867222821,Middle East and North Africa,Turkey,Meat,1/6/2016,2/6/2016,9359,421.89
625283706,Sub-Saharan Africa,Mozambique,Beverages,10/14/2014,10/23/2014,4199,47.45
936574876,Middle East and North Africa,Yemen,Office Supplies,12/9/2013,1/9/2014,2173,651.21
504270160,Asia,Philippines,Cereal,10/19/2010,11/25/2010,3601,205.7
351855885,Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care,5/2/2011,6/2/2011,830,81.73
673130881,Australia and Oceania,Fiji,Snacks,3/17/2011,3/23/2011,3241,152.58
382206475,Europe,Macedonia,Office Supplies,9/24/2014,10/13/2014,2244,651.21
263506495,Middle East and North Africa,Tunisia ,Cereal,12/1/2015,12/14/2015,6283,205.7
721767270,Europe,Liechtenstein,Cereal,6/2/2017,7/18/2017,5829,205.7
432037627,Middle East and North Africa,Qatar,Cosmetics,8/4/2011,8/18/2011,8390,437.2
389678895,Australia and Oceania,Tonga,Meat,7/29/2014,8/24/2014,3499,421.89
760364902,Europe,Belgium,Meat,1/26/2017,2/24/2017,7726,421.89
430081975,Sub-Saharan Africa,Chad,Fruits,11/5/2010,12/9/2010,9669,9.33
155128943,Asia,Thailand,Baby Food,3/26/2015,5/5/2015,4957,255.28
312117135,Europe,Iceland,Clothes,10/7/2012,10/16/2012,1251,109.28
447970378,Central America and the Caribbean,Saint Lucia,Meat,7/22/2013,9/2/2013,3245,421.89
629925000,Asia,Japan,Cosmetics,8/16/2013,8/18/2013,7661,437.2
995529830,Asia,India,Personal Care,11/5/2013,12/17/2013,8254,81.73
402646195,Australia and Oceania,Vanuatu,Office Supplies,3/1/2016,3/28/2016,812,651.21
479447925,Sub-Saharan Africa,Chad,Meat,3/25/2012,4/4/2012,8150,421.89
674421346,Sub-Saharan Africa,Malawi,Cosmetics,6/20/2017,6/29/2017,5118,437.2
506365287,Europe,Finland,Cosmetics,4/18/2014,5/16/2014,3596,437.2
914391076,Middle East and North Africa,Turkey,Clothes,6/28/2016,8/4/2016,7494,109.28
207922542,Sub-Saharan Africa,South Africa,Meat,5/20/2012,7/1/2012,7755,421.89
816696012,Europe,Lithuania,Office Supplies,2/4/2014,2/16/2014,7353,651.21
740760314,Europe,Russia,Beverages,11/15/2015,11/21/2015,6293,47.45
300476777,Central America and the Caribbean,The Bahamas,Baby Food,1/11/2013,2/28/2013,6610,255.28
786519229,Central America and the Caribbean,The Bahamas,Snacks,4/24/2013,6/7/2013,7373,152.58
409873998,Middle East and North Africa,Turkey,Cosmetics,5/15/2010,6/3/2010,9679,437.2
151839911,Sub-Saharan Africa,Mauritius ,Cosmetics,4/17/2010,5/22/2010,1659,437.2
614028298,Europe,Bulgaria,Vegetables,8/25/2012,9/9/2012,3473,154.06
668362987,Middle East and North Africa,Iran,Household,4/19/2014,5/13/2014,2315,668.27
607080304,Sub-Saharan Africa,Ghana,Household,2/26/2013,4/5/2013,7408,668.27
792729079,Sub-Saharan Africa,Malawi,Baby Food,12/28/2011,1/17/2012,5006,255.28
308170640,Sub-Saharan Africa,Zimbabwe,Baby Food,8/21/2014,10/10/2014,3395,255.28
106578814,Asia,Tajikistan,Vegetables,8/21/2014,10/2/2014,7894,154.06
761439931,Europe,Czech Republic,Cereal,3/2/2014,3/28/2014,5851,205.7
216552817,Sub-Saharan Africa,Mauritius ,Household,9/6/2012,9/27/2012,1646,668.27
536028802,Sub-Saharan Africa,Lesotho,Fruits,9/16/2010,9/22/2010,1689,9.33
254291713,Sub-Saharan Africa,Mali,Beverages,8/13/2013,8/15/2013,9424,47.45
226077878,Europe,Georgia,Personal Care,9/11/2012,10/23/2012,323,81.73
476436126,Europe,Albania,Office Supplies,8/31/2011,10/15/2011,6892,651.21
650727784,Europe,Cyprus,Cosmetics,4/21/2015,6/6/2015,3667,437.2
464626681,Central America and the Caribbean,Saint Kitts and Nevis ,Household,7/11/2010,7/27/2010,2215,668.27
154119145,Middle East and North Africa,Tunisia ,Meat,8/9/2015,9/21/2015,6135,421.89
925504004,Central America and the Caribbean,Cuba,Meat,10/17/2015,12/6/2015,6057,421.89
905392587,Australia and Oceania,Kiribati,Cereal,7/24/2012,8/16/2012,4641,205.7
990708720,Asia,Cambodia,Snacks,3/25/2012,5/4/2012,1581,152.58
798688733,Europe,Moldova ,Baby Food,8/11/2014,9/18/2014,8600,255.28
916881453,Asia,Uzbekistan,Cereal,10/15/2016,11/28/2016,4452,205.7
653148210,Asia,India,Cosmetics,12/3/2016,1/21/2017,9924,437.2
285662829,Europe,Germany,Personal Care,6/12/2010,7/13/2010,2834,81.73
612911641,Europe,Austria,Vegetables,7/29/2016,8/31/2016,3030,154.06
703693473,Europe,Germany,Office Supplies,12/9/2013,1/12/2014,7391,651.21
147119653,Asia,Bhutan,Clothes,7/12/2012,8/9/2012,4829,109.28
402614009,Asia,Kyrgyzstan,Fruits,1/14/2012,3/2/2012,1287,9.33
749912869,Middle East and North Africa,Somalia,Personal Care,3/20/2013,4/25/2013,4738,81.73
539065062,Central America and the Caribbean,Saint Lucia,Household,2/10/2014,3/10/2014,186,668.27
540431916,Europe,Armenia,Snacks,10/26/2013,11/15/2013,4668,152.58
694687259,North America,Canada,Beverages,4/16/2016,6/2/2016,2252,47.45
562817418,Sub-Saharan Africa,Burundi,Cosmetics,5/27/2011,6/2/2011,9036,437.2
676121222,Europe,Liechtenstein,Cereal,8/4/2016,9/9/2016,8149,205.7
286210000,Middle East and North Africa,Tunisia ,Snacks,7/3/2012,8/5/2012,4754,152.58
515007579,Middle East and North Africa,Iraq,Beverages,12/4/2014,1/11/2015,1042,47.45
304750287,Asia,Indonesia,Cosmetics,5/31/2010,6/1/2010,1237,437.2
467986953,Asia,Kazakhstan,Beverages,2/5/2013,2/17/2013,6594,47.45
537578904,Europe,Denmark,Beverages,6/15/2015,7/9/2015,399,47.45
116699969,Europe,Luxembourg,Vegetables,10/21/2014,11/18/2014,2969,154.06
228836476,Sub-Saharan Africa,Cape Verde,Snacks,2/13/2017,3/13/2017,6653,152.58
167787253,Australia and Oceania,Palau,Vegetables,6/29/2010,7/16/2010,832,154.06
647663629,Australia and Oceania,Australia,Vegetables,5/19/2014,5/20/2014,6915,154.06
652889430,Central America and the Caribbean,Nicaragua,Meat,3/21/2015,4/15/2015,3346,421.89
588200986,Asia,Laos,Office Supplies,8/31/2015,10/15/2015,598,651.21
928647124,Central America and the Caribbean,Cuba,Personal Care,8/23/2015,8/30/2015,6176,81.73
869589173,Europe,Moldova ,Cosmetics,2/24/2016,3/17/2016,9615,437.2
576700961,Middle East and North Africa,Syria,Household,6/17/2015,7/23/2015,7485,668.27
735968816,Central America and the Caribbean,The Bahamas,Cereal,11/27/2012,12/6/2012,8382,205.7
303691565,Europe,Belarus,Snacks,9/7/2012,10/19/2012,7938,152.58
556480538,Middle East and North Africa,United Arab Emirates,Clothes,6/23/2012,8/7/2012,3812,109.28
141259562,Sub-Saharan Africa,Angola,Beverages,10/23/2014,11/11/2014,698,47.45
925264966,Central America and the Caribbean,Cuba,Cosmetics,9/18/2015,10/18/2015,5320,437.2
346045577,Europe,Ukraine,Office Supplies,1/24/2016,2/20/2016,1431,651.21
861462724,Sub-Saharan Africa,Mozambique,Fruits,3/23/2010,4/19/2010,4818,9.33
499690234,Europe,Armenia,Personal Care,7/26/2012,8/28/2012,8299,81.73
509214437,North America,Greenland,Clothes,10/20/2015,11/2/2015,6722,109.28
408834159,Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,6/27/2017,7/18/2017,1968,651.21
237660729,Europe,Vatican City,Beverages,4/4/2016,4/30/2016,7946,47.45
105117976,Europe,Ukraine,Clothes,8/5/2015,9/9/2015,5600,109.28
640942227,Sub-Saharan Africa,Niger,Cereal,6/16/2012,7/4/2012,7903,205.7
745182311,Asia,Myanmar,Cosmetics,4/3/2016,5/5/2016,4860,437.2
738199555,Sub-Saharan Africa,Guinea,Baby Food,9/21/2014,9/21/2014,8508,255.28
110667788,Sub-Saharan Africa,Guinea-Bissau,Snacks,8/8/2015,9/10/2015,7913,152.58
673573338,Sub-Saharan Africa,South Sudan,Office Supplies,7/19/2012,7/20/2012,4174,651.21
708215034,Middle East and North Africa,Turkey,Snacks,8/26/2011,9/13/2011,5421,152.58
816204202,Australia and Oceania,Palau,Household,6/23/2012,7/1/2012,1816,668.27
769464671,Europe,Poland,Beverages,11/20/2011,12/24/2011,550,47.45
860232770,Asia,Malaysia,Beverages,5/13/2015,6/4/2015,848,47.45
551057326,North America,United States of America,Personal Care,7/16/2010,8/22/2010,8963,81.73
724799668,Europe,Switzerland,Cosmetics,5/21/2016,5/27/2016,3183,437.2
534633624,Australia and Oceania,Papua New Guinea,Cosmetics,4/22/2011,6/8/2011,8825,437.2
554045522,Sub-Saharan Africa,Namibia,Beverages,8/14/2012,9/20/2012,3237,47.45
526834189,Europe,Ireland,Clothes,3/17/2012,5/2/2012,799,109.28
717110955,Sub-Saharan Africa,Mozambique,Household,8/6/2010,8/9/2010,7922,668.27
559299647,Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,2/25/2013,3/26/2013,8049,255.28
908136594,North America,United States of America,Meat,3/6/2011,3/10/2011,6654,421.89
888670623,Middle East and North Africa,Azerbaijan,Office Supplies,12/14/2015,12/16/2015,6240,651.21
146263062,Europe,Belgium,Office Supplies,2/10/2017,2/16/2017,1345,651.21
196587741,Asia,Taiwan,Office Supplies,9/20/2016,10/28/2016,3536,651.21
375630986,Central America and the Caribbean,Panama,Baby Food,4/30/2010,6/2/2010,6411,255.28
989691627,Europe,Andorra,Beverages,6/25/2013,7/10/2013,600,47.45
165380990,Europe,Georgia,Household,7/4/2012,7/27/2012,8765,668.27
599622905,Central America and the Caribbean,Barbados,Snacks,9/21/2013,10/22/2013,597,152.58
109653699,Europe,Sweden,Personal Care,12/8/2016,1/6/2017,7821,81.73
183022201,Middle East and North Africa,Algeria,Meat,9/2/2011,10/15/2011,9191,421.89
127589738,Europe,Italy,Personal Care,3/21/2011,4/2/2011,5494,81.73
221530139,Europe,Russia,Fruits,1/8/2011,1/26/2011,4546,9.33
363329732,Central America and the Caribbean,Antigua and Barbuda ,Office Supplies,2/22/2015,2/22/2015,6197,651.21
521787345,Middle East and North Africa,Jordan,Fruits,5/15/2017,6/25/2017,7325,9.33
